ID;NOMBRE;UNIDAD;MARCA
2065234/2065235-HDT; FILTRO DE AIRE ( PRIMARIO & SECUNDARIO );UNIDADES;HDT
110*110*106-HDT;110*110*106 (BRONZE BUSHING) - HDT;UNIDADES;HDT
85519-CAT;12M3 MOTOR GRADER - CAT;UNIDADES;CAT
85030C-CAT;140H MOTOR GRADER - CAT;UNIDADES;CAT
85545-CAT;14M3 MOTOR GRADER - CAT;UNIDADES;CAT
3E9713-CAT;15W40 - BALDE - CAT;BALDE;CAT
1484695-HDT;1692ZCQ-FINAL DRIVE ASS'Y WITHOUT MOTOR - HDT;UNIDADES;HDT
85676-CAT;242D3 SKID STEER LOADER - CAT;UNIDADES;CAT
3610BZCW-HDT;2676799 + 1695593 ARMADO - HDT;UNIDADES;HDT
85693-CAT;272D2 SKID STEER LOADER & 1:64 CAT 297D2 COMPACT TRACK LOADER - CAT;UNIDADES;CAT
C6395-HDT;2966231 - SUN GEAR(1ST),TRAVEL - HDT;UNIDADES;HDT
298ZCW-HDT;298ZCW- 7Y1432 ARMADO - HDT;UNIDADES;HDT
85569-CAT;320 HYDRAULIC EXCAVATOR - CAT;UNIDADES;CAT
28005-CAT;320 RADIO CONTROL EXCAVATOR WITH BUCKET, GRAPPLE AND HAMMER ATTACHMENTS - CAT;UNIDADES;CAT
6G5533-CTP;3238674 - GEAR-WORM - CTP;UNIDADES;CTP
329D-ALT;329D TRAVEL GEARBOX (CUBO ARMADO REMAN) - ALT;UNIDADES;ALT
85199C-CAT;330D L HYDRAULIC EXCAVATOR - CAT;UNIDADES;CAT
85658-CAT;336 HYDRAULIC EXCAVATOR - NEXT GENERATION - CAT;UNIDADES;CAT
85241C-CAT;336D L HYDRAULIC EXCAVATOR - CAT;UNIDADES;CAT
3534AZCW-HDT;3534AZCW-1107209 ARMADO - HDT;UNIDADES;HDT
3542AZCW-HDT;3542AZCW- 1107058 ARMADO - HDT;UNIDADES;HDT
3549AZCW-HDT;3549AZCW-1107059 ARMADO - HDT;UNIDADES;HDT
3605ZCW-HDT;3605QZCW-1912571 ARMADO - HDT;UNIDADES;HDT
3826AZCW-HDT;3826AZCW - 1912579 ARMADO - HDT;UNIDADES;HDT
1912693-HDT;3829ZCQ-SWING GEARBOX ASS'Y WITHOUT MOTOR - HDT;UNIDADES;HDT
3917ZCW-HDT;3917ZCW-1912686 ARMADO PISTON - HDT;UNIDADES;HDT
2676878-HDT;3920LZCQ - DRIVE - HDT;UNIDADES;HDT
2676796-HDT;3920ZCQ-MANDO FINAL ASS'Y WITHOUT MOTOR - HDT;UNIDADES;HDT
85234-CAT;420F2 IT BACKHOE LOADER - 30TH ANNIVERSARY EDITION, SPECIAL BLACK FINISH - CAT;UNIDADES;CAT
85233-CAT;420F2 IT BACKHOE LOADER - CAT;UNIDADES;CAT
85249-CAT;432F2 BACKHOE LOADER - CAT;UNIDADES;CAT
495 LOCTITE-HENKEI;495 LOCTITE - HENKEI;UNIDADES;HENKEI
5091A-1ZCW-HDT;5091A-1ZCW-7I7728 ARMADO - HDT;UNIDADES;1ZCW-HDT
5K1485-HDT;5K1485 OJAL DE GOMA PLANO - HDT;UNIDADES;HDT
2966232 - 2966230-HDT;6399ZC - PLANET CARRIER SUBASS'Y(1ST)WITH SUNGEAR(WITH SNAP RING),TRAVEL - HDT;UNIDADES;HDT
2966194 - 2946186-HDT;6404ZCW - PLANET CARRIER SUBASS'Y(2ND)WITHOUT SUN GEAR(WITH SNAP RING),TRAVEL - HDT;UNIDADES;HDT
3530602 - 2966218-HDT;6413LZCQ - MANDO FINAL ASS'Y WITHOUT MOTOR - HDT;UNIDADES;HDT
5017238/5079339/29-HDT;6413ZCQ -MANDO FINAL ASS'Y WITHOUT MOTOR - HDT;UNIDADES;HDT
1912514-HDT;710100357-NEEDLE BEARING - HDT;UNIDADES;HDT
85528-CAT;745 ARTICULATED TRUCK - CAT;UNIDADES;CAT
85639-CAT;745 ARTICULATED TRUCK - CAT;UNIDADES;CAT
85704-CAT;745 WEATHERED ARTICULATED TRUCK - CAT;UNIDADES;CAT
8T9582-CAT;80W90 ACEITE - CAT;BALDE;CAT
85692-CAT;950M WHEEL LOADER - CAT;UNIDADES;CAT
85914-CAT;950M WHEEL LOADER - CAT;UNIDADES;CAT
85296C-CAT;980K WHEEL LOADER - ROCK CONFIGURATION (CORE CLASSIC) - CAT;UNIDADES;CAT
A8VO200/215 GEAR PUMP-HANDOK;A8VO200/215 GEAR PUMP (9T, 2 BOLT) - HANDOK;UNIDADES;HANDOK
1404763-CAT;ABRAZADERA - CAT;UNIDADES;CAT
27779463-CAT;ABRAZADERA - CAT;UNIDADES;CAT
2779463-CAT;ABRAZADERA - CAT;UNIDADES;CAT
2N8109-CAT;ABRAZADERA - CAT;UNIDADES;CAT
7Y1650-CAT;ABRAZADERA - CAT;UNIDADES;CAT
1W2431-CTP;ABRAZADERA - CTP;UNIDADES;CTP
2419264-CTP;ABRAZADERA - CTP;UNIDADES;CTP
3887017-CTP;ABRAZADERA - CTP;UNIDADES;CTP
7C0752-CTP;ABRAZADERA - CTP;UNIDADES;CTP
8T4985-CTP;ABRAZADERA - CTP;UNIDADES;CTP
8T6675-CTP;ABRAZADERA - CTP;UNIDADES;CTP
8T6703-CTP;ABRAZADERA - CTP;UNIDADES;CTP
9N1941-CTP;ABRAZADERA - CTP;UNIDADES;CTP
8T4984-CAT;ABRAZADERA DE 57MM - CAT;UNIDADES;CAT
1440367-CAT;ABRAZADERA DE BOQUILLA - CAT;UNIDADES;CAT
7S8735-CTP;ABRAZADERA DE BOQUILLA - CTP;UNIDADES;CTP
8N5132-CTP;ABRAZADERA DE BOQUILLA - CTP;UNIDADES;CTP
1586072-CAT;ABRAZADERA DE COMPRESOR - CAT;UNIDADES;CAT
1586072-CTP;ABRAZADERA DE COMPRESOR - CTP;UNIDADES;CTP
8T4986-CTP;ABRAZADERA DE FLEJE - CTP;UNIDADES;CTP
2828228-CAT;ABRAZADERA DE TUBO MULTIPLE - CAT;UNIDADES;CAT
7Y1532-CTP;ABRAZADERA DE TUBO MULTIPLE - CTP;UNIDADES;CTP
3781020-CAT;ACCIONADOR CONTROL REGULADOR - CAT;UNIDADES;CAT
3E9712-CAT;ACEITE 15W40 EN CILINDRO - CAT;CILINDRO;CAT
9X6185-CAT;ACEITE CAT GO 85W-140 (5G) - CAT;BALDE;CAT
4C6767-CAT;ACEITE DE ROLA - BALDE - CAT;UNIDADES;CAT
3096930-CAT;ACEITE HIDRAULICO SAE 10 EN CILINDRO - CAT;CILINDRO;CAT
1053335-CAT;ACEITE TRACTOR - CAT;UNIDADES;CAT
3453548-CAT;ACOPLAMIENTO DE BRIDA - CAT;UNIDADES;CAT
7X1803-HDT;ACOPLAMIENTO GUARDAPOLVO 90 - HDT;UNIDADES;HDT
1241904-CAT;ACOPLAMIENTO TUBERIA TANQUE DE AIRE - CAT;UNIDADES;CAT
2552946-CAT;ACOPLAMIENTO UNIDAD HIDRAULICA - CAT;UNIDADES;CAT
1545557-CTP;ACOPLAMIENTO UNIDAD HIDRAULICA - CTP;UNIDADES;CTP
6306772-CAT;ACTUATOR AS - CAT;UNIDADES;CAT
3526990-CAT;ACUMULADOR HIDRAULICO - CAT;UNIDADES;CAT
1U0257-DHM;ADAPTADOR - DHM;UNIDADES;DHM
1910522-CAT;ADAPTADOR DE CODO - CAT;UNIDADES;CAT
6V8724-CAT;ADAPTADOR DE CODO - CAT;UNIDADES;CAT
2011234-DHM;ADAPTADOR DE U•A ROMBO - DHM;UNIDADES;DHM
6I9251-DHM;ADAPTADOR ESQUINA DERECHO - DHM;UNIDADES;DHM
6I9250-DHM;ADAPTADOR ESQUINA IZQUIERDO - DHM;UNIDADES;DHM
0336783-CAT;ADAPTADOR RECTO EXTREMO NIPLE - CAT;UNIDADES;CAT
6V8636-CAT;ADAPTADOR RECTO HIDRAULICO - CAT;UNIDADES;CAT
3655169-CAT;ADAPTER - CAT;UNIDADES;CAT
3G8354-DHM;ADAPTER 320 - DHM;UNIDADES;DHM
6I6354-DHM;ADAPTER 320 - DHM;UNIDADES;DHM
6I6404-DHM;ADAPTER 325 - DHM;UNIDADES;DHM
6I6404-GETLF;ADAPTER 325 - GETLF;UNIDADES;GETLF
6I6464-DHM;ADAPTER 330 - DHM;UNIDADES;DHM
6Y3224-DHM;ADAPTER DE J225 - DHM;UNIDADES;DHM
6I6554-50-DHM;ADAPTER DE J550 - DHM;UNIDADES;DHM
8E6464-GETLF;ADAPTER J450 - GETLF;UNIDADES;GETLF
ADAPTER K110-DHM;ADAPTER K110 - DHM;UNIDADES;DHM
1U9891-CAT;ADITIVO DE ACEITE HIDRAULICO - CAT;UNIDADES;CAT
2979151-CTP;AJUSTE DE CADENA HIDRAULICA - CTP;UNIDADES;CTP
2979151-HDT;AJUSTE DE CADENA HIDRAULICA - HDT;UNIDADES;HDT
7I7709-CTP;AJUSTE DE RETROCESO - CTP;UNIDADES;CTP
4548482-CAT;ALARMA DE RETROCESO - CAT;UNIDADES;CAT
1912666-HDT;ALETA DEL GRUPO DE MANDO - HDT;UNIDADES;HDT
1693345-CTP;ALTERNADOR - CTP;UNIDADES;CTP
1855294-CTP;ALTERNADOR - CTP;UNIDADES;CTP
2128561-CTP;ALTERNADOR 320D-323D - CTP;UNIDADES;CTP
2357133-CTP;ALTERNADOR 329E - CTP;UNIDADES;CTP
2357133-CAT;ALTERNADOR DE 24 VOLTIOS - CAT;UNIDADES;CAT
9W3043-CAT;ALTERNADOR GRP - CAT;UNIDADES;CAT
9W3043-CTP;ALTERNADOR GRP - CTP;UNIDADES;CTP
A8VO107-PRPE0105;ALTERNATIVO CULATA NUEVA 325BL;UNIDADES;PRPE0105
A8VO107-PRPR2487;ALTERNATIVO CULATA NUEVA 325BL;UNIDADES;PRPR2487
2209083-ALT;ALTERNATIVO U•A K80 - ALTERNATIVO;UNIDADES;ALT
3832557-CAT;ALTERNATOR - CAT;UNIDADES;CAT
3832557-CTP;ALTERNATOR - CTP;UNIDADES;CTP
4246821-CTP;ALTERNATOR - CTP;UNIDADES;CTP
3445081-CAT;ALTERNATOR G - CAT;UNIDADES;CAT
3445081-CTP;ALTERNATOR G - CTP;UNIDADES;CTP
1038252-CAT;ANILLO - CAT;UNIDADES;CAT
1038253-CAT;ANILLO - CAT;UNIDADES;CAT
0951788-CAT;ANILLO - CAT;UNIDADES;CAT
1038345-CAT;ANILLO - CAT;UNIDADES;CAT
1188118-CAT;ANILLO - CAT;UNIDADES;CAT
1T1639-CAT;ANILLO - CAT;UNIDADES;CAT
2478947-CAT;ANILLO - CAT;UNIDADES;CAT
4I3569-CAT;ANILLO - CAT;UNIDADES;CAT
4I6397-CAT;ANILLO - CAT;UNIDADES;CAT
7E5786-CAT;ANILLO - CAT;UNIDADES;CAT
9J0705-CAT;ANILLO - CAT;UNIDADES;CAT
1038252-CTP;ANILLO - CTP;UNIDADES;CTP
1038253-CTP;ANILLO - CTP;UNIDADES;CTP
1188118-CTP;ANILLO - CTP;UNIDADES;CTP
1589063-CTP;ANILLO - CTP;UNIDADES;CTP
1764888-CTP;ANILLO - CTP;UNIDADES;CTP
4I3569-CTP;ANILLO - CTP;UNIDADES;CTP
2144525-CAT;ANILLO CERVO - CAT;UNIDADES;CAT
1227773-CAT;ANILLO DE 33,88 - CAT;UNIDADES;CAT
1232139-CTP;ANILLO DE COMPRESION - CTP;UNIDADES;CTP
1373631-CAT;ANILLO DE EMBALAJE - CAT;UNIDADES;CAT
1772619-CAT;ANILLO DE EMBALAJE - CAT;UNIDADES;CAT
1979386-BLUMAQ;ANILLO DE PISTON - BLUMAQ;UNIDADES;BLUMAQ
6I0497-BLUMAQ;ANILLO DE PISTON - BLUMAQ;UNIDADES;BLUMAQ
5S6750-BLUMAQ;ANILLO DE PISTON - BLUMAQ;UNIDADES;BLUMAQ
0995847-CAT;ANILLO DE PISTON - CAT;UNIDADES;CAT
1077787-CAT;ANILLO DE PISTON - CAT;UNIDADES;CAT
1979386-CAT;ANILLO DE PISTON - CAT;UNIDADES;CAT
3524406-CAT;ANILLO DE PISTON - CAT;UNIDADES;CAT
6I0497-CAT;ANILLO DE PISTON - CAT;UNIDADES;CAT
7C5232-CAT;ANILLO DE PISTON - CAT;UNIDADES;CAT
5S6750-CAT;ANILLO DE PISTON - CAT;UNIDADES;CAT
9S3029-CAT;ANILLO DE PISTON - CAT;UNIDADES;CAT
5S6750-FP DIESEL;ANILLO DE PISTON - FP DIESEL;UNIDADES;FP DIESEL
9S3029-FP DIESEL;ANILLO DE PISTON - FP DIESEL;UNIDADES;FP DIESEL
1979386-IPD;ANILLO DE PISTON - IPD;UNIDADES;IPD
6I0497-IPD;ANILLO DE PISTON - IPD;UNIDADES;IPD
5S6750-IPD;ANILLO DE PISTON - IPD;UNIDADES;IPD
9S3029-IPD;ANILLO DE PISTON - IPD;UNIDADES;IPD
2W1707-BLUMAQ;ANILLO DE PISTON-3306 - BLUMAQ;UNIDADES;BLUMAQ
2W1707-CAT;ANILLO DE PISTON-3306 - CAT;UNIDADES;CAT
0950924-CTP;ANILLO DE RESORTE - CTP;UNIDADES;CTP
2074257-CTP;ANILLO DE RESORTE - CTP;UNIDADES;CTP
5J3864-CAT;ANILLO DE RESORTE EXTERNO - CAT;UNIDADES;CAT
1495240-CAT;ANILLO DE RESPALDO - CAT;UNIDADES;CAT
0931512-CAT;ANILLO DE RESPALDO - CAT;UNIDADES;CAT
1211459-CAT;ANILLO DE RESPALDO - CAT;UNIDADES;CAT
1793047-CAT;ANILLO DE RESPALDO - CAT;UNIDADES;CAT
1793048-CAT;ANILLO DE RESPALDO - CAT;UNIDADES;CAT
3253781-CAT;ANILLO DE RESPALDO - CAT;UNIDADES;CAT
7I8171-CAT;ANILLO DE RESPALDO - CAT;UNIDADES;CAT
7I8172-CAT;ANILLO DE RESPALDO - CAT;UNIDADES;CAT
875436-CAT;ANILLO DE RESPALDO - CAT;UNIDADES;CAT
0951789-CAT;ANILLO DE RESPALDO - CAT;UNIDADES;CAT
1680765-CAT;ANILLO DE RESPALDO - CAT;UNIDADES;CAT
1693104-CAT;ANILLO DE RESPALDO - CAT;UNIDADES;CAT
7Y4673-CAT;ANILLO DE RESPALDO - CAT;UNIDADES;CAT
0931512-CTP;ANILLO DE RESPALDO - CTP;UNIDADES;CTP
1011983-CTP;ANILLO DE RESPALDO - CTP;UNIDADES;CTP
3253781-CTP;ANILLO DE RESPALDO - CTP;UNIDADES;CTP
8T4241-CTP;ANILLO DE RESPALDO - CTP;UNIDADES;CTP
1495240-CTP;ANILLO DE RESPALDO - CTP;UNIDADES;CTP
5I7667-CTP;ANILLO DE RESPALDO - CTP;UNIDADES;CTP
5I7667-IPD;ANILLO DE RESPALDO - IPD;UNIDADES;IPD
0951785-CAT;ANILLO DE RESPALDO PARA FISURA - CAT;UNIDADES;CAT
1793047-CTP;ANILLO DE RESPALDO PARA FISURA - CTP;UNIDADES;CTP
0931730-CAT;ANILLO DE RETENCION - CAT;UNIDADES;CAT
0950946-CAT;ANILLO DE RETENCION - CAT;UNIDADES;CAT
0968058-CAT;ANILLO DE RETENCION - CAT;UNIDADES;CAT
4F7391-CAT;ANILLO DE RETENCION - CAT;UNIDADES;CAT
7T2457-CAT;ANILLO DE RETENCION - CAT;UNIDADES;CAT
0931731-CAT;ANILLO DE RETENCION - CAT;UNIDADES;CAT
0962653-CAT;ANILLO DE RETENCION - CAT;UNIDADES;CAT
5J3669-CAT;ANILLO DE RETENCION - CAT;UNIDADES;CAT
7X2908-CAT;ANILLO DE RETENCION - CAT;UNIDADES;CAT
2362541-CTP;ANILLO DE RETENCION - CTP;UNIDADES;CTP
0931730-CTP;ANILLO DE RETENCION - CTP;UNIDADES;CTP
0931731-CTP;ANILLO DE RETENCION - CTP;UNIDADES;CTP
7X2908-CTP;ANILLO DE RETENCION - CTP;UNIDADES;CTP
0931730-HDT;ANILLO DE RETENCION - HDT;UNIDADES;HDT
0931731-HDT;ANILLO DE RETENCION - HDT;UNIDADES;HDT
7Y0667-HDT;ANILLO DE RETENCION - HDT;UNIDADES;HDT
7X2908-IPD;ANILLO DE RETENCION - IPD;UNIDADES;IPD
9H4015-CAT;ANILLO DE RETENCION DE VALVULA - CAT;UNIDADES;CAT
1K6985-CTP;ANILLO DE RETENCION INTERNO - CTP;UNIDADES;CTP
0960433-CAT;ANILLO DE RETENCION MANDO FINAL - CAT;UNIDADES;CAT
0960433-CTP;ANILLO DE RETENCION MANDO FINAL - CTP;UNIDADES;CTP
0960433-HDT;ANILLO DE RETENCION MANDO FINAL - HDT;UNIDADES;HDT
8D9739-CAT;ANILLO DE SELLADO INTERNO - CAT;UNIDADES;CAT
5K5129-CAT;ANILLO DE SELLADO TORICO - CAT;UNIDADES;CAT
5K5129-CTP;ANILLO DE SELLADO TORICO - CTP;UNIDADES;CTP
7G2830-CAT;ANILLO DE SELLO - CAT;UNIDADES;CAT
5P2568-CAT;ANILLO DE SELLO - CAT;UNIDADES;CAT
1314091-CAT;ANILLO DE SELLO DE METAL - CAT;UNIDADES;CAT
8P2053-CAT;ANILLO DE SELLO DE METAL - CAT;UNIDADES;CAT
8P2022-CAT;ANILLO DE SELLO EXTERIOR - CAT;UNIDADES;CAT
8P2023-CAT;ANILLO DE SELLO EXTERIOR - CAT;UNIDADES;CAT
8P2019-CAT;ANILLO DE SELLO INTERNO - CAT;UNIDADES;CAT
8T0785-CAT;ANILLO DESGASTE - CAT;UNIDADES;CAT
1979353-BLUMAQ;ANILLO INTERMEDIO BLUMAQ - BLUMAQ;UNIDADES;BLUMAQ
1979353-CAT;ANILLO INTERMEDIO BLUMAQ - CAT;UNIDADES;CAT
1979353-IPD;ANILLO INTERMEDIO BLUMAQ - IPD;UNIDADES;IPD
2382706-BLUMAQ;ANILLO PISTON DE ACEITE - BLUMAQ;UNIDADES;BLUMAQ
2382706-CAT;ANILLO PISTON DE ACEITE - CAT;UNIDADES;CAT
2382706-IPD;ANILLO PISTON DE ACEITE - IPD;UNIDADES;IPD
0931514-CAT;ANILLO RESPALDO - CAT;UNIDADES;CAT
7Y0682-CAT;ANILLO RESPALDO - CAT;UNIDADES;CAT
7Y1257-CAT;ANILLO RESPALDO - CAT;UNIDADES;CAT
0931514-CTP;ANILLO RESPALDO - CTP;UNIDADES;CTP
7Y1257-CTP;ANILLO RESPALDO - CTP;UNIDADES;CTP
7Y0682-CTP;ANILLO RESPALDO - CTP;UNIDADES;CTP
0931509-CTP;ANILLO RESPALDO - CTP;UNIDADES;CTP
1764889-CTP;ANILLO RESPALDO - CTP;UNIDADES;CTP
1793048-CTP;ANILLO RESPALDO - CTP;UNIDADES;CTP
2394394-CTP;ANILLO RESPALDO - CTP;UNIDADES;CTP
6P7985-CTP;ANILLO RESPALDO - CTP;UNIDADES;CTP
7I7734-CTP;ANILLO RESPALDO - CTP;UNIDADES;CTP
7Y1884-CTP;ANILLO RESPALDO - CTP;UNIDADES;CTP
8P9723-CTP;ANILLO RESPALDO - CTP;UNIDADES;CTP
4878468-CAT;ANILLO RETENCION - CAT;UNIDADES;CAT
8T4240-CAT;ANILLO RETENCION - CAT;UNIDADES;CAT
8T4240-CTP;ANILLO RETENCION - CTP;UNIDADES;CTP
8T4240-HDT;ANILLO RETENCION - HDT;UNIDADES;HDT
1076541-CAT;ANILLO RETENEDIR - CAT;UNIDADES;CAT
2622891-CAT;ANILLOS - CAT;UNIDADES;CAT
3001319-CAT;ANILLOS - CAT;UNIDADES;CAT
4710275-CAT;ANILLOS - CAT;UNIDADES;CAT
300452;ANTICIPO - CAT;UNIDADES;NULL
2388649-CAT;ANTICONGELANTE - CAT;BALDE;CAT
7Y1094-CAT;ARANDELA - CAT;UNIDADES;CAT
0940611-CAT;ARANDELA - CAT;UNIDADES;CAT
5N4185-CAT;ARANDELA - CAT;UNIDADES;CAT
8T4123-CAT;ARANDELA - CAT;UNIDADES;CAT
0940611-CTP;ARANDELA - CTP;UNIDADES;CTP
1114337-CTP;ARANDELA - CTP;UNIDADES;CTP
1719297-CTP;ARANDELA - CTP;UNIDADES;CTP
2105931-CTP;ARANDELA - CTP;UNIDADES;CTP
7Y1094-CTP;ARANDELA - CTP;UNIDADES;CTP
9R2489-CTP;ARANDELA - CTP;UNIDADES;CTP
9R2490-CTP;ARANDELA - CTP;UNIDADES;CTP
0940611-HDT;ARANDELA - HDT;UNIDADES;HDT
1719297-HDT;ARANDELA - HDT;UNIDADES;HDT
7Y1094-HDT;ARANDELA - HDT;UNIDADES;HDT
2807732-HDT;ARANDELA - HDT;UNIDADES;HDT
0940580-CAT;ARANDELA DE EMPUJE - CAT;UNIDADES;CAT
0940580-CTP;ARANDELA DE EMPUJE - CTP;UNIDADES;CTP
0940580-HDT;ARANDELA DE EMPUJE - HDT;UNIDADES;HDT
3208617-CAT;ARANDELA DE INYECTOR - CAT;UNIDADES;CAT
ARANDELA DE PIN 320-ALT;ARANDELA DE PIN DE CADENA 320 - ALT;UNIDADES;ALT
ARANDELA DE PIN 325-ALT;ARANDELA DE PIN DE CADENA 325 - ALT;UNIDADES;ALT
ARANDELA DE PIN 330-ALT;ARANDELA DE PIN DE CADENA 330 - ALT;UNIDADES;ALT
3766403-CAT;ARANDELA DE SELLO DEL INYECTOR - CAT;UNIDADES;CAT
7D8875-CAT;ARANDELA DE TOPE - CAT;UNIDADES;CAT
0940584-CAT;ARANDELA DE TOPE - CAT;UNIDADES;CAT
0941528-CAT;ARANDELA DE TOPE - CAT;UNIDADES;CAT
1912689-CAT;ARANDELA DE TOPE - CAT;UNIDADES;CAT
1912690-CAT;ARANDELA DE TOPE - CAT;UNIDADES;CAT
0940584-CTP;ARANDELA DE TOPE - CTP;UNIDADES;CTP
0941528-CTP;ARANDELA DE TOPE - CTP;UNIDADES;CTP
0940584-HDT;ARANDELA DE TOPE - HDT;UNIDADES;HDT
0941528-HDT;ARANDELA DE TOPE - HDT;UNIDADES;HDT
1912689-HDT;ARANDELA DE TOPE - HDT;UNIDADES;HDT
1912690-HDT;ARANDELA DE TOPE - HDT;UNIDADES;HDT
6V5839-CAT;ARANDELA DURA - CAT;UNIDADES;CAT
5I8403-CAT;ARANDELA ELASTICA CONICA - CAT;UNIDADES;CAT
1R6573-CAT;ARANDELA INYECTOR - CAT;UNIDADES;CAT
9T3368-CAT;ARANDELA MUELLES BELLEVILLE - CAT;UNIDADES;CAT
1362898-CAT;ARANDELA PLANA - CAT;UNIDADES;CAT
1362898-HDT;ARANDELA PLANA - HDT;UNIDADES;HDT
4P2942-IPD;ARBOL DE LEVAS,IPD,S/M - IPD;UNIDADES;IPD
5268602-CAT;ARM AS - CAT;UNIDADES;CAT
6I0924-CTP;ARM AS ROCKER - CTP;UNIDADES;CTP
6024554-CAT;ARM AS-VALVE - CAT;UNIDADES;CAT
3676803-CAT;ARNES DE CABLES - CAT;UNIDADES;CAT
3758407-CAT;ARNES DE CABLES - CAT;UNIDADES;CAT
3855997-CAT;ARNES DE CABLES - CAT;UNIDADES;CAT
5720318-CAT;ARNES DE CABLES - CAT;UNIDADES;CAT
4F8925-KWO;ARO DE CARGADOR - KWO;UNIDADES;KWO
1696862-CAT;ASIENTO DE CULATA 3116 - CAT;UNIDADES;CAT
1696862-IPD;ASIENTO DE CULATA 3116 - IPD;UNIDADES;IPD
CTP907H-CTP;ASIENTO DE OPERADOR - CTP;UNIDADES;CTP
6E3341-CTP;ASIENTO DE RESORTE - CTP;UNIDADES;CTP
6E4009-CTP;ASIENTO DE RESORTE - CTP;UNIDADES;CTP
2170609-CAT;ASIENTO DE RESORTE DE VALVULA - CAT;UNIDADES;CAT
1376715-CAT;ASIENTO DE RESORTE DE VALVULA - CAT;UNIDADES;CAT
1070268-BLUMAQ;ASIENTO DE VALVULA - BLUMAQ;UNIDADES;BLUMAQ
1070268-CAT;ASIENTO DE VALVULA - CAT;UNIDADES;CAT
2622959-CAT;ASIENTO DE VALVULA - CAT;UNIDADES;CAT
3224120-CAT;ASIENTO DE VALVULA - CAT;UNIDADES;CAT
5648811-CAT;ASIENTO DE VALVULA - CAT;UNIDADES;CAT
1070268-IPD;ASIENTO DE VALVULA - IPD;UNIDADES;IPD
SBS120D-HANDOK;BALL GUIDE - HANDOK;PAQUETE;HANDOK
SBS180 (336E)-HANDOK;BALL GUIDE - HANDOK;UNIDADES;HANDOK
2W6134-CAT;BANDA DE RELLENO 4.75 - CAT;UNIDADES;CAT
2W6134-IPD;BANDA DE RELLENO 4.75 - IPD;UNIDADES;IPD
7Y1901-CTP;BAQUELA DE COOPLING 320B,C,D-323D - CTP;UNIDADES;CTP
3244231-CAT;BAQUELA DE COOPLING 336 - CAT;UNIDADES;CAT
3244231-CTP;BAQUELA DE COOPLING 336 - CTP;UNIDADES;CTP
2930730-CAT;BAQUELA DE INYECTOR - CAT;UNIDADES;CAT
1873825-CTP;BAQUELA DE RETROEXCAVADORA - CTP;UNIDADES;CTP
1873826-CTP;BAQUELA DE RETROEXCAVADORA - CTP;UNIDADES;CTP
1873827-CTP;BAQUELA DE RETROEXCAVADORA - CTP;UNIDADES;CTP
1873828-CTP;BAQUELA DE RETROEXCAVADORA - CTP;UNIDADES;CTP
1873825-HDT;BAQUELA DE RETROEXCAVADORA - HDT;UNIDADES;HDT
1873826-HDT;BAQUELA DE RETROEXCAVADORA - HDT;UNIDADES;HDT
1873827-HDT;BAQUELA DE RETROEXCAVADORA - HDT;UNIDADES;HDT
1873828-HDT;BAQUELA DE RETROEXCAVADORA - HDT;UNIDADES;HDT
8D5949-CTP;BAR-SPREADER - CTP;UNIDADES;CTP
5F4764-CAT;BARRA DISLOCADORA - CAT;UNIDADES;CAT
1948371-CAT;BARREL (2560081)CONJUNTO DE CA•ON - CAT;UNIDADES;CAT
1948374/2560083-CAT;BARREL - CAT;UNIDADES;CAT
4232128-CAT;BARREL AS-DR - CAT;UNIDADES;CAT
1948374-CAT;BARREL AS-ID-CONJUNTO DE CA•ON - CAT;UNIDADES;CAT
1884164-CAT;BARREL-CA•ON DE MOTOR ROTACION - CAT;UNIDADES;CAT
1779778-CAT;BASE AS - CAT;UNIDADES;CAT
1272308-CAT;BASE DE FILTRO DE COMBUSTIBLE - CAT;UNIDADES;CAT
1913235 (1141486)-CTP;BASE DE SPROCKET 320 - 322 - CTP;UNIDADES;CTP
1913239 (1141359)-CTP;BASE DE SPROCKET 325BL - CTP;UNIDADES;CTP
1114812-CAT;BASE FUSIBLE - CAT;UNIDADES;CAT
1152422-CAT;BATERIA - CAT;UNIDADES;CAT
1535710-CAT;BATERIA - CAT;UNIDADES;CAT
3T5760-CAT;BATERIA - CAT;UNIDADES;CAT
2306368-CAT;BATTERIA 12VT-15 PLACAS - CAT;UNIDADES;CAT
1884170-CAT;BEARING - CAT;UNIDADES;CAT
4V1901-CAT;BEARING - CAT;UNIDADES;CAT
7Y4212-CAT;BEARING - CAT;UNIDADES;CAT
8D7086-CAT;BEARING - CAT;UNIDADES;CAT
8D8168-CAT;BEARING - CAT;UNIDADES;CAT
1484643-CTP;BEARING - CTP;UNIDADES;CTP
1990760-CTP;BEARING - CTP;UNIDADES;CTP
3244103-CTP;BEARING - CTP;UNIDADES;CTP
4V8675-CTP;BEARING - CTP;UNIDADES;CTP
6E4003-CTP;BEARING - CTP;UNIDADES;CTP
8D7086-CTP;BEARING - CTP;UNIDADES;CTP
8X5108-CTP;BEARING - CTP;UNIDADES;CTP
9M1328-CTP;BEARING - CTP;UNIDADES;CTP
1S9110-CTP;BEARING A NEEDL - CTP;UNIDADES;CTP
2964301-CAT;BEARING AS - CAT;UNIDADES;CAT
3332917-CAT;BEARING AS - CAT;UNIDADES;CAT
1561871-CTP;BEARING BALL - CTP;UNIDADES;CTP
